move_id,slug,name,style,from_position,best_score,video_url,video_title,content_type
00000000-0000-0000-0002-000000000088,peterson-roll,Peterson Roll,folkstyle,referees-bottom,0.00,,,
00000000-0000-0000-0002-000000000096,pop-and-chop,Pop & Chop,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=49bYMsfR6xg,Pop & Chop,technique
00000000-0000-0000-0002-000000000095,pop-and-go,Pop & Go,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=drBu9cpKH3Q,Pop & Go,technique
00000000-0000-0000-0002-000000000097,pop-chop-bar-arms,Pop & Chop to Bar Arms,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=xah_aUIsuQg,Pop & Chop to Bar Arms,technique
00000000-0000-0000-0002-000000000098,pop-chop-cheap-tilt,Pop & Chop to Near Wrist Cheap Tilt,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=jelOYSlTKtI,Pop & Chop to a Near Wrist Cheap Tilt,technique
00000000-0000-0000-0002-000000000099,pop-chop-far-side-tilt,Pop & Chop to Far Side Tilt,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=kkhxdmy8nic,Pop & Chop to a Far Side Tilt,technique
00000000-0000-0000-0002-000000000033,pummeling-arm-drag,Pummeling to Arm Drag,folkstyle,underhook,1.00,https://www.youtube.com/watch?v=_h258-ed-no,Armdrags & Chops,technique
00000000-0000-0000-0002-000000000048,reverse-headlock,Reverse Headlock,folkstyle,clinch-bodylock,1.00,https://www.youtube.com/watch?v=gLEabYdy_Tk,Headlock Defense Part II,technique
00000000-0000-0000-0002-000000000047,sag-headlock,Sag Headlock,folkstyle,clinch-bodylock,1.00,https://www.youtube.com/watch?v=iAT0HViIXK8,Headlock Defense Part I   Throw Finish,technique
00000000-0000-0000-0002-000000000113,scramble-back-standing,Scramble to Back Control — Standing,folkstyle,scramble,0.00,,,
00000000-0000-0000-0002-000000000112,scramble-neutral,Scramble to Neutral,folkstyle,scramble,0.00,,,
00000000-0000-0000-0002-000000000083,short-sit,Short Sit,folkstyle,referees-bottom,1.00,https://www.youtube.com/watch?v=78CgLjI3Vgg,Short Sit,technique
00000000-0000-0000-0002-000000000086,short-sit-head-post,Short Sit to Head Post,folkstyle,referees-bottom,1.00,https://www.youtube.com/watch?v=s4Stwx0hP8s,Short Sit to a Head Post,technique
00000000-0000-0000-0002-000000000085,short-sit-stand-up,Short Sit to Stand Up,folkstyle,referees-bottom,1.00,https://www.youtube.com/watch?v=hDrypwAVVaE,Short Sit to a Stand Up,technique
00000000-0000-0000-0002-000000000084,short-sit-switch,Short Sit to Switch,folkstyle,referees-bottom,1.00,https://www.youtube.com/watch?v=xKvMJ4PWSTI,Short Sit to a Switch,technique
00000000-0000-0000-0002-000000000073,single-ankle-turn,Single Leg — Ankle Turn Finish,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=1XeFyfGLsY0,Sweep Single   Head Inside,technique
00000000-0000-0000-0002-000000000078,single-back-door,Single Leg — Back Door,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=0BPnLWYBY1I,Single Leg,technique
00000000-0000-0000-0002-000000000079,single-back-exposure,Single to Back Exposure,folkstyle,single-leg,0.00,,,
00000000-0000-0000-0002-000000000072,single-chest-to-back,Single Leg — Chest to Back Finish,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=tOyeuv1xCSs,Sweep Single   Head Outside,technique
00000000-0000-0000-0002-000000000071,single-outside-finish,Single Leg — Outside Finish,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=tOyeuv1xCSs,Sweep Single   Head Outside,technique
00000000-0000-0000-0002-000000000077,single-run-the-pipe,Single Leg — Run the Pipe,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=0732LbzcXGc,Sweep Single   Run the Pipe Finish Head Inside,technique
00000000-0000-0000-0002-000000000080,single-stuff-head,Single Leg Counter — Stuff Head,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=VRussZAawxs,Single Leg Counter   Stuff Head,technique
00000000-0000-0000-0002-000000000074,single-sweep-head-inside,Single Leg — Sweep Head Inside,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=1XeFyfGLsY0,Sweep Single   Head Inside,technique
00000000-0000-0000-0002-000000000075,single-sweep-head-outside,Single Leg — Sweep Head Outside,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=tOyeuv1xCSs,Sweep Single   Head Outside,technique
00000000-0000-0000-0002-000000000076,single-tree-top,Single Leg — Tree Top Finish,folkstyle,single-leg,1.00,https://www.youtube.com/watch?v=pG5WynBZRhU,Sweep Single   Tree Top Finish,technique
00000000-0000-0000-0002-000000000011,snap-down,Snap Down,folkstyle,neutral,1.00,https://www.youtube.com/watch?v=-Xi74uWT0vU,Head Snap,technique
00000000-0000-0000-0002-000000000005,snatch-single,Snatch Single,folkstyle,neutral,1.00,https://www.youtube.com/watch?v=wGwm0qVbu4M,Snatch Single,technique
00000000-0000-0000-0002-000000000090,spiral-ride,Spiral Ride,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=W7SvQct6NIY,Spiral Ride,technique
00000000-0000-0000-0002-000000000092,spiral-ride-arm-turk,Spiral Ride to Arm Turk,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=mqngp-Mt_IY,Spiral Ride to Arm Turk,technique
00000000-0000-0000-0002-000000000091,spiral-ride-leg-turk,Spiral Ride to Leg Turk,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=dS5RQK43Ino,Spiral Ride to Leg Turk,technique
00000000-0000-0000-0002-000000000014,sprawl-defense,Sprawl Defense,folkstyle,neutral,1.00,https://www.youtube.com/watch?v=YKH3oShF3Fc,Downblock & Sprawl,technique
00000000-0000-0000-0002-000000000013,sprawl-to-front-headlock,Sprawl to Front Headlock,folkstyle,neutral,1.00,https://www.youtube.com/watch?v=0bkIMmQf7TE,Snap Down to a Front Headlock,technique
00000000-0000-0000-0002-000000000081,stand-up,Stand Up,folkstyle,referees-bottom,1.00,https://www.youtube.com/watch?v=VwytIfWS1Ws,Stand Up,technique
00000000-0000-0000-0002-000000000103,stand-up-turtle,Stand Up from Turtle,folkstyle,turtle,1.00,https://www.youtube.com/watch?v=VwytIfWS1Ws,Stand Up,technique
00000000-0000-0000-0002-000000000082,switch,Switch,folkstyle,referees-bottom,1.00,https://www.youtube.com/watch?v=koErfJdRCfA,Switch,technique
00000000-0000-0000-0002-000000000102,turk-lock,Turk Lock,folkstyle,referees-top,1.00,https://www.youtube.com/watch?v=i9gzCppt79Y,Turks,technique
00000000-0000-0000-0002-000000000028,underhook-bodylock,Underhook — Bodylock,folkstyle,underhook,0.00,,,
00000000-0000-0000-0002-000000000029,underhook-duck-under,Underhook — Duck Under,folkstyle,underhook,1.00,https://www.youtube.com/watch?v=cVjTySx1uZ4,2 on 1 Duck Under,technique
00000000-0000-0000-0002-000000000017,underhook-entry,Underhook Entry,folkstyle,neutral,1.00,https://www.youtube.com/watch?v=j3869U-uCCo,Neutral Position - Underhooks Head Position,technique
00000000-0000-0000-0002-000000000027,underhook-hic,Underhook — Hi-C,folkstyle,underhook,1.00,https://www.youtube.com/watch?v=witUsu1OzX8,High Crotch Inside Step Penetration,technique
00000000-0000-0000-0002-000000000030,underhook-shrug,Underhook — Shrug / Throw By,folkstyle,underhook,0.00,,,
00000000-0000-0000-0002-000000000031,underhook-slide-by,Underhook — Slide By,folkstyle,underhook,0.00,,,
00000000-0000-0000-0002-000000000032,underhook-to-double,Underhook to Double Underhooks,folkstyle,underhook,0.00,,,
00000000-0000-0000-0002-000000000043,whizzer-sit-out,Whizzer — Sit Out,folkstyle,overhook,0.00,,,
00000000-0000-0000-0002-000000000042,whizzer-trick-knee,Whizzer — Trick Knee,folkstyle,overhook,1.00,https://www.youtube.com/watch?v=7Sy_Akka8RU,Neutral Position Offense - Trick Knee Whizzer,technique
00000000-0000-0000-0002-000000000109,wrist-ride,Wrist Ride,folkstyle,back-control-top,0.00,,,
00000000-0000-0000-0002-000000000154,fs-2-on-1-arm-drag,2-on-1 Arm Drag,freestyle,2-on-1,1.00,https://www.youtube.com/watch?v=_h258-ed-no,Armdrags & Chops,technique
00000000-0000-0000-0002-000000000207,fs-2-on-1-back-attack,2-on-1 Back Attack,freestyle,back-control-top,0.00,,,
00000000-0000-0000-0002-000000000151,fs-2-on-1-duck-under,2-on-1 Duck Under,freestyle,2-on-1,1.00,https://www.youtube.com/watch?v=cVjTySx1uZ4,2 on 1 Duck Under,technique
00000000-0000-0000-0002-000000000131,fs-2-on-1-entry,2-on-1 Entry,freestyle,neutral,1.00,https://www.youtube.com/watch?v=ytGfsnQmGgM,2 on 1,technique
00000000-0000-0000-0002-000000000152,fs-2-on-1-high-dive,2-on-1 High Dive,freestyle,2-on-1,1.00,https://www.youtube.com/watch?v=O66IwqnOByE,2 on 1 Hi Dive,technique
00000000-0000-0000-0002-000000000153,fs-2-on-1-single,2-on-1 to Single Leg,freestyle,2-on-1,1.00,https://www.youtube.com/watch?v=wGwm0qVbu4M,Snatch Single,technique
00000000-0000-0000-0002-000000000191,fs-ankle-lace,Ankle Lace,freestyle,par-terre-top,1.00,https://www.youtube.com/watch?v=g9nMnsCRPgg,Ankle Lace,technique
00000000-0000-0000-0002-000000000192,fs-ankle-lace-defense,Ankle Lace Defense — Catch the Ankle,freestyle,par-terre-bottom,1.00,https://www.youtube.com/watch?v=lBWYC3NLm64,Ankle Lace Defense,technique
00000000-0000-0000-0002-000000000119,fs-ankle-pick,Ankle Pick,freestyle,neutral,1.00,https://www.youtube.com/watch?v=0bkIMmQf7TE,Snap Down to a Front Headlock,technique
00000000-0000-0000-0002-000000000122,fs-arm-spin,Arm Spin,freestyle,neutral,1.00,https://www.youtube.com/watch?v=iiXrSGwfJys,Arm Spin,technique
00000000-0000-0000-0002-000000000161,fs-arm-throw,Arm Throw,freestyle,clinch-bodylock,1.00,https://www.youtube.com/watch?v=iiXrSGwfJys,Arm Spin,technique
00000000-0000-0000-0002-000000000200,fs-back-exposure-turtle,Back Exposure from Turtle,freestyle,turtle,0.00,,,
00000000-0000-0000-0002-000000000204,fs-back-standing-escape,Back Control Standing — Opponent Escapes,freestyle,back-control-standing,0.00,,,
